med,indication
isosorbide mononitrate,esophageal spasm
isosorbide mononitrate,coronary artery disease
isosorbide mononitrate,angina
nitroglycerin,congestive heart failure
nitroglycerin,esophageal spasm
nitroglycerin,coronary artery disease
nitroglycerin,angina
albendazole,neurocysticercosis
albendazole,enterobiasis
albendazole,necatoriasis
albendazole,trichuris trichiura
albendazole,echinococcosis
albendazole,clonorchiasis
albendazole,toxocariasis
albendazole,ancylostomiasis
albendazole,opisthorchiasis
albendazole,giardiasis
albendazole,hymenolepiasis
mebendazole,enterobiasis
mebendazole,ancylostomiasis
mebendazole,ascariasis
mebendazole,trichuris trichiura
metronidazole,trichomonas vaginitis
metronidazole,trichomonas infections
metronidazole,bacteroides
metronidazole,rosacea
metronidazole,meningitis bacterial
metronidazole,crohns disease
metronidazole,bacterial vaginosis
metronidazole,enterocolitis pseudomembranous
metronidazole,sepsis
metronidazole,infective endocarditis
metronidazole,abscess
metronidazole,systemic scleroderma
metronidazole,amebiasis
metronidazole,giardiasis
metronidazole,helicobacter pylori
tinidazole,amebiasis
tinidazole,giardiasis
tinidazole,bacterial vaginosis
apixaban,deep venous thrombosis
apixaban,pulmonary embolism
apixaban,atrial fibrillation
argatroban,deep venous thrombosis
argatroban,pulmonary embolism
argatroban,atrial fibrillation
edoxaban,deep venous thrombosis
edoxaban,pulmonary embolism
edoxaban,atrial fibrillation
fondaparinux,deep venous thrombosis
fondaparinux,pulmonary embolism
fondaparinux,atrial fibrillation
rivaroxaban,deep venous thrombosis
rivaroxaban,pulmonary embolism
rivaroxaban,atrial fibrillation
nonoxynol-9,pregnancy
crisaborole,not_found
diclofenac,rheumatoid arthritis
diclofenac,photophobia
diclofenac,dysmenorrhea
diclofenac,systemic scleroderma
diclofenac,rheumatoid arthritis
diclofenac,keratosis
diclofenac,arthritis
diclofenac,ankylosing spondylitis
diclofenac,inflammation
diclofenac,migraine
diclofenac,osteoarthritis
diclofenac,ankylosing spondylitis
diclofenac,juvenile arthritis
diflunisal,rheumatoid arthritis
diflunisal,rheumatoid arthritis
diflunisal,pain
diflunisal,arthritis
diflunisal,osteoarthritis
etodolac,osteoarthritis
etodolac,arthritis
etodolac,rheumatoid arthritis
etodolac,pain
fenoprofen,osteoarthritis
fenoprofen,arthritis
fenoprofen,rheumatoid arthritis
fenoprofen,pain
flurbiprofen,miosis disorder
flurbiprofen,rheumatoid arthritis
flurbiprofen,arthritis
flurbiprofen,inflammation
flurbiprofen,osteoarthritis
flurbiprofen,macular edema
ibuprofen,dysmenorrhea
ibuprofen,bursitis
ibuprofen,rheumatoid arthritis
ibuprofen,menorrhagia
ibuprofen,pain
ibuprofen,arthritis
ibuprofen,gout
ibuprofen,inflammation
ibuprofen,premenstrual syndrome
ibuprofen,osteoarthritis
ibuprofen,ankylosing spondylitis
ibuprofen,fever
ibuprofen,juvenile arthritis
indometacin,dysmenorrhea
indometacin,bursitis
indometacin,rheumatoid arthritis
indometacin,menorrhagia
indometacin,pain
indometacin,arthritis
indometacin,gout
indometacin,inflammation
indometacin,premenstrual syndrome
indometacin,osteoarthritis
indometacin,ankylosing spondylitis
indometacin,fever
indometacin,juvenile arthritis
indomethacin,rheumatoid arthritis
indomethacin,bursitis
indomethacin,gout
indomethacin,arthritis gouty
indomethacin,rheumatoid arthritis
indomethacin,pain
indomethacin,patent ductus arteriosus
indomethacin,arthritis
indomethacin,ankylosing spondylitis
indomethacin,inflammation
indomethacin,tendinopathy
indomethacin,migraine
indomethacin,osteoarthritis
indomethacin,ankylosing spondylitis
ketoprofen,osteoarthritis
ketoprofen,arthritis
ketoprofen,rheumatoid arthritis
ketoprofen,dysmenorrhea
meclofenamate,dysmenorrhea
meclofenamate,arthritis
meclofenamate,spondylarthritis
meclofenamate,gout
meclofenamate,inflammation
mefenamic acid,dysmenorrhea
mefenamic acid,arthritis
mefenamic acid,spondylarthritis
mefenamic acid,gout
mefenamic acid,inflammation
meloxicam,rheumatoid arthritis
meloxicam,systemic lupus erythematosus
meloxicam,ankylosing spondylitis
meloxicam,systemic scleroderma
meloxicam,osteoarthritis
mesalazine,ulcerative colitis
mesalazine,crohns disease
nabumetone,osteoarthritis
nabumetone,rheumatoid arthritis
naproxen,rheumatoid arthritis
naproxen,dysmenorrhea
naproxen,bursitis
naproxen,gout
naproxen,systemic lupus erythematosus
naproxen,rheumatoid arthritis
naproxen,pain
naproxen,headache
naproxen,arthritis
naproxen,common cold
naproxen,ankylosing spondylitis
naproxen,gout
naproxen,inflammation
naproxen,migraine
naproxen,osteoarthritis
naproxen,ankylosing spondylitis
naproxen,fever
naproxen,juvenile arthritis
nepafenac,rheumatoid arthritis
nepafenac,dysmenorrhea
nepafenac,bursitis
nepafenac,gout
nepafenac,systemic lupus erythematosus
nepafenac,rheumatoid arthritis
nepafenac,pain
nepafenac,headache
nepafenac,arthritis
nepafenac,common cold
nepafenac,ankylosing spondylitis
nepafenac,gout
nepafenac,inflammation
nepafenac,migraine
nepafenac,osteoarthritis
nepafenac,ankylosing spondylitis
nepafenac,fever
nepafenac,juvenile arthritis
oxaprozin,osteoarthritis
oxaprozin,rheumatoid arthritis
piroxicam,rheumatoid arthritis
piroxicam,rheumatoid arthritis
piroxicam,arthritis
piroxicam,sunburn
piroxicam,ankylosing spondylitis
piroxicam,inflammation
piroxicam,osteoarthritis
piroxicam,ankylosing spondylitis
sulindac,bursitis
sulindac,arthritis gouty
sulindac,rheumatoid arthritis
sulindac,pain
sulindac,arthritis
sulindac,tendinopathy
sulindac,inflammation
sulindac,osteoarthritis
sulindac,ankylosing spondylitis
tolmetin,rheumatoid arthritis
tolmetin,rheumatoid arthritis
tolmetin,arthritis
tolmetin,ankylosing spondylitis
tolmetin,osteoarthritis
tolmetin,juvenile arthritis
azacitidine,leukemias
azacitidine,sideroblastic anemia
azacitidine,refractory anemias
nusinersen,spinal muscular atrophy
acetylcysteine,cystic fibrosis
acetylcysteine,pneumonia
acetylcysteine,bronchiectasis
acetylcysteine,chronic obstructive pulmonary disease
acetylcysteine,amyloidosis
acetylcysteine,bronchitis
acetylcysteine,acute tubular necrosis
acetylcysteine,lung diseases
acetylcysteine,emphysema
acetylcysteine,acute respiratory distress syndrome
acetylcysteine,poisoning
choline,rheumatoid arthritis
choline,rheumatic fever
choline,rheumatoid arthritis
choline,pain
choline,choline deficiency
choline,arthritis
choline,infant nutrition disorders
choline,osteoarthritis
ulipristal,contraceptive
ocriplasmin,vitero macular adhesion
octreotide,adenoma
octreotide,pancreatic neoplasm
octreotide,pancreatitis
octreotide,acromegaly
octreotide,thymus cancer
octreotide,type 1 diabetes mellitus
octreotide,diarrhea
octreotide,pancreatic neoplasm
octreotide,pituitary neoplasms
olopatadine,allergic rhinitis
brimonidine,glaucoma
brimonidine,hypertension
bromfenac,occular inflamation
fluorometholone,keratitis
fluorometholone,conjunctivitis
fluorometholone,inflammation
ketorolac,photophobia
ketorolac,allergic conjunctivitis
ketorolac,inflammation
ketorolac,pain
ketotifen,asthma
ketotifen,allergic conjunctivitis
ketotifen,rhinitis
lifitegrast,kerato conjunctivitis sicca
pegaptanib,macular degeneration
pilocarpine,mydriasis
pilocarpine,rheumatoid arthritis
pilocarpine,glaucoma
pilocarpine,hypertension
pilocarpine,glaucoma
pilocarpine,head and neck cancer
pilocarpine,head and neck cancer
pilocarpine,xerostomia
tetrahydrozoline,eye decongestant
difenoxin,not_found
diphenoxylate,diarrhea
alfentanil,opioid withdrawal
alfentanil,pain
alfentanil,cough
alfentanil,diarrhea
apomorphine,opioid withdrawal
apomorphine,pain
apomorphine,cough
apomorphine,diarrhea
buprenorphine,opioid withdrawal
buprenorphine,pain
buprenorphine,cough
buprenorphine,diarrhea
butorphanol,opioid withdrawal
butorphanol,pain
butorphanol,cough
butorphanol,diarrhea
codeine,opioid withdrawal
codeine,pain
codeine,cough
codeine,diarrhea
dihydrocodeine,opioid withdrawal
dihydrocodeine,pain
dihydrocodeine,cough
dihydrocodeine,diarrhea
fentanyl,opioid withdrawal
fentanyl,pain
fentanyl,cough
fentanyl,diarrhea
hydrocodone,opioid withdrawal
hydrocodone,pain
hydrocodone,cough
hydrocodone,diarrhea
hydromorphone,opioid withdrawal
hydromorphone,pain
hydromorphone,cough
hydromorphone,diarrhea
levorphanol,opioid withdrawal
levorphanol,pain
levorphanol,cough
levorphanol,diarrhea
meperidine,opioid withdrawal
meperidine,pain
meperidine,cough
meperidine,diarrhea
methadone,opioid withdrawal
methadone,pain
methadone,cough
methadone,diarrhea
morphine,opioid withdrawal
morphine,pain
morphine,cough
morphine,diarrhea
nalbuphine,opioid withdrawal
nalbuphine,pain
nalbuphine,cough
nalbuphine,diarrhea
oxycodone,opioid withdrawal
oxycodone,pain
oxycodone,cough
oxycodone,diarrhea
oxymorphone,opioid withdrawal
oxymorphone,pain
oxymorphone,cough
oxymorphone,diarrhea
pentazocine,opioid withdrawal
pentazocine,pain
pentazocine,cough
pentazocine,diarrhea
pethidine,opioid withdrawal
pethidine,pain
pethidine,cough
pethidine,diarrhea
remifentanil,opioid withdrawal
remifentanil,pain
remifentanil,cough
remifentanil,diarrhea
sufentanil,opioid withdrawal
sufentanil,pain
sufentanil,cough
sufentanil,diarrhea
tramadol,restless legs syndrome
tramadol,pain
eluxadoline,not_found
loperamide,dysentery bacterial
loperamide,diarrhea
methylnaltrexone,opioid induced constipation
methylnaltrexone bromide,opioid induced constipation
naloxegol,opioid induced constipation
naloxone,opioid withdrawal
naloxone,opioid overdose
naloxone,alcoholism
naltrexone,opioid withdrawal
naltrexone,opioid overdose
naltrexone,alcoholism
oxygen,hypoxia
methylergonovine,migraine
methylergonovine,postpartum hemorrhage
methylergometrine,migraine
methylergometrine,postpartum hemorrhage
oxytocin,postpartum hemorrhage
cangrelor,atherosclerosis
cangrelor,coronary artery disease
cangrelor,acute coronary syndrome
clopidogrel,atherosclerosis
clopidogrel,coronary artery disease
prasugrel,atherosclerosis
prasugrel,coronary artery disease
ticagrelor,cerebrovascular accident
ticagrelor,myocardial infarction
ticagrelor,coronary artery disease
ticagrelor,coronary artery disease
ticlopidine,cerebrovascular accident
ticlopidine,embolism and thrombosis
ticlopidine,thromboembolism
ticlopidine,ischemia
ticlopidine,venous thrombosis
olaparib,ovarian neoplasm
palifermin,not_found
pancrelipase,exocrine pancreatic insufficiency
selegiline,depression
selegiline,alzheimers disease
selegiline,depression
selegiline,schizophrenia
selegiline,parkinsons disease
selegiline,attention deficit hyperactive disorder
selegiline,alzheimers disease
selegiline,parkinsons disease
niraparib,ovarian neoplasm
niraparib,peritoneal cancer
rucaparib,ovarian neoplasm
pasireotide,cushings disease
inamrinone,congestive heart failure
inamrinone,cardiomyopathy dilated
inamrinone,heart failure with reduced ejection fraction
inamrinone,shock cardiogenic
dipyridamole,vascular graft occlusion
dipyridamole,coronary artery disease
dipyridamole,coronary artery disease
roflumilast,chronic obstructive pulmonary disease
roflumilast,chronic obstructive pulmonary disease
avanafil,erectile dysfunction
avanafil,pulmonary artery hypertension
avanafil,raynauds phenomenon
sildenafil,erectile dysfunction
sildenafil,pulmonary artery hypertension
sildenafil,raynauds phenomenon
tadalafil,erectile dysfunction
tadalafil,pulmonary artery hypertension
tadalafil,raynauds phenomenon
vardenafil,erectile dysfunction
vardenafil,pulmonary artery hypertension
vardenafil,raynauds phenomenon
pegvisomant,acromegaly
penicillamine,primary biliary cirrhosis
penicillamine,rheumatoid arthritis
penicillamine,mercury poisoning
penicillamine,rheumatoid arthritis
penicillamine,hepatolenticular degeneration
penicillamine,cystinuria
penicillamine,lead poisoning
penicillamine,biliary cirrhosis
amoxicillin,otitis media
amoxicillin,actinomycosis
amoxicillin,sinusitis
amoxicillin,listeriosis
amoxicillin,cellulitis
amoxicillin,streptococcus
amoxicillin,duodenal ulcer
amoxicillin,infective endocarditis
amoxicillin,helicobacter pylori
amoxicillin,urinary tract infection
amoxicillin,bacterial infection
amoxicillin,lyme disease
amoxicillin,chlamydia
amoxicillin,human bite
ampicillin,dysentery bacterial
ampicillin,actinomycosis
ampicillin,listeriosis
ampicillin,meningitis bacterial
ampicillin,cellulitis
ampicillin,pneumococcus
ampicillin,gonorrhea
ampicillin,staphylococcus
ampicillin,haemophilus
ampicillin,salmonella infections
ampicillin,infective endocarditis
ampicillin,urinary tract infection
ampicillin,bacterial infection
ampicillin,meningococcal infections
ampicillin,escherichia coli
ampicillin,klebsiella
ampicillin,human bite
benzylpenicillin,bacterial infection
dicloxacillin,pneumonia
dicloxacillin,cellulitis
dicloxacillin,osteomyelitis
dicloxacillin,wound infection
dicloxacillin,urinary tract infection
dicloxacillin,bacterial infection
nafcillin,meningitis bacterial
nafcillin,cellulitis
nafcillin,staphylococcus
nafcillin,osteomyelitis
nafcillin,wound infection
nafcillin,sepsis
nafcillin,infective endocarditis
nafcillin,urinary tract infection
nafcillin,bacterial infection
oxacillin,meningitis bacterial
oxacillin,cellulitis
oxacillin,staphylococcus
oxacillin,osteomyelitis
oxacillin,sepsis
oxacillin,wound infection
oxacillin,infective endocarditis
oxacillin,urinary tract infection
oxacillin,bacterial infection
penicillin,actinomycosis
penicillin,anthrax
penicillin,cellulitis
penicillin,meningococcal infections
penicillin,pneumococcus
penicillin,gonorrhea
penicillin,staphylococcus
penicillin,sepsis
penicillin,escherichia coli
penicillin,spirochaetales infections
penicillin,salmonella infections
penicillin,urinary tract infection
penicillin,bacterial infection
penicillin,botulism
penicillin,tetanus
penicillin g,bacterial infection
penicillin v,bacterial infection
phenoxymethylpenicillin,bacterial infection
piperacillin,pelvic infection
piperacillin,pneumonia
piperacillin,streptococcus
piperacillin,proteus
piperacillin,sepsis
piperacillin,pseudomonas colitis
piperacillin,urinary tract infection
piperacillin,bacterial infection
piperacillin,escherichia coli
pentetate,malignancy
pentetate calcium,chelating agent
pentosan polysulfate,interstitial cystitis
pentosan polysulfate sodium,interstitial cystitis
perflutren,ultrasound contrast
permethrin,scabies
permethrin,lice infestations
calcium acetate,hyperphosphatemia
calcium acetate,renal failure
lanthanum carbonate,hyperphosphatemia
lanthanum carbonate,renal failure
sevelamer,hyperphosphatemia
sevelamer,renal failure
sucroferric oxyhydroxide,hyperphosphatemia
sucroferric oxyhydroxide,renal failure
milrinone,congestive heart failure
pentoxifylline,intermittent claudication
pentoxifylline,alcoholic hepatitis
idelalisib,chronic lymphocytic leukemia
idelalisib,follicular b cell lymphoma
pimozide,tourette syndrome
pimozide,psychosis
pimozide,tourette syndrome
pimozide,huntington disease
pirfenidone,idiopathic pulmonary fibrosis
cilostazol,systemic scleroderma
carboplatin,testicular neoplasms
carboplatin,central nervous system neoplasms
carboplatin,breast cancer
carboplatin,endometrial neoplasms
carboplatin,esophageal cancer
carboplatin,malignancy
carboplatin,ovarian neoplasm
carboplatin,lung neoplasms
carboplatin,embryonal neoplasm
carboplatin,not_found
carboplatin,ovarian neoplasm
carboplatin,ocular cancer
carboplatin,uterine cancer
carboplatin,not_found
carboplatin,bone marrow diseases
carboplatin,osteosarcoma
carboplatin,esophageal neoplasms
carboplatin,urinary bladder cancer
cisplatin,testicular neoplasms
cisplatin,neuroblastoma
cisplatin,lymphoma
cisplatin,not_found
cisplatin,prostatic neoplasms
cisplatin,esophageal neoplasms
cisplatin,urinary bladder cancer
cisplatin,malignancy
cisplatin,melanoma
cisplatin,ovarian neoplasm
cisplatin,testicular neoplasms
cisplatin,lung neoplasms
cisplatin,multiple myeloma
cisplatin,carcinoma small cell
cisplatin,mesothelioma
cisplatin,esophageal cancer
cisplatin,lung neoplasms
cisplatin,astrocytoma
cisplatin,germ cell cancer
cisplatin,osteosarcoma
cisplatin,peripheral nervous system neoplasm
cisplatin,hodgkin disease
cisplatin,hematologic cancer
oxaliplatin,cancer
plecanatide,constipation
plecanatide,irritable bowel syndrome
podofilox,warts
podofilox,mulloscum contagiosum
podophyllotoxin,warts
podophyllotoxin,mulloscum contagiosum
nystatin,candidiasis
potassium acetate,not_found
sodium polystyrene sulfonate,hyperkalemia
potassium iodide,not_found
potassium phosphate,not_found
dexlansoprazole,gastro-esophageal reflux disease
dexlansoprazole,peptic ulcer
dexlansoprazole,zollinger-ellison
dexlansoprazole,gastric ulcer
dexlansoprazole,esophagitis
dexlansoprazole,helicobacter pylori
dexlansoprazole,heartburn
dexlansoprazole,not_found
esomeprazole,gastro-esophageal reflux disease
esomeprazole,peptic ulcer
esomeprazole,zollinger-ellison
esomeprazole,gastric ulcer
esomeprazole,esophagitis
esomeprazole,helicobacter pylori
esomeprazole,heartburn
esomeprazole,not_found
lansoprazole,gastro-esophageal reflux disease
lansoprazole,peptic ulcer
lansoprazole,zollinger-ellison
lansoprazole,gastric ulcer
lansoprazole,esophagitis
lansoprazole,helicobacter pylori
lansoprazole,heartburn
lansoprazole,not_found
omeprazole,gastro-esophageal reflux disease
omeprazole,peptic ulcer
omeprazole,zollinger-ellison
omeprazole,gastric ulcer
omeprazole,esophagitis
omeprazole,helicobacter pylori
omeprazole,heartburn
omeprazole,not_found
pantoprazole,gastro-esophageal reflux disease
pantoprazole,peptic ulcer
pantoprazole,zollinger-ellison
pantoprazole,gastric ulcer
pantoprazole,esophagitis
pantoprazole,helicobacter pylori
pantoprazole,heartburn
pantoprazole,not_found
rabeprazole,gastro-esophageal reflux disease
rabeprazole,peptic ulcer
rabeprazole,zollinger-ellison
rabeprazole,gastric ulcer
rabeprazole,esophagitis
rabeprazole,helicobacter pylori
rabeprazole,heartburn
rabeprazole,not_found
pralidoxime,organo phosphate poisioning
bismuth subsalicylate,peptic ulcer
bismuth subsalicylate,diarrhea
mifepristone,ectopic pregnancy
mifepristone,brain neoplasms
mifepristone,meningeal neoplasms
mifepristone,hyperglycemia
mifepristone,not_found
mifepristone,meningioma
desogestrel,polycystic ovary syndrome
desogestrel,acne
desogestrel,endometriosis
desogestrel,pregnancy
desogestrel,menstruation disturbances
dienogest,oral contraception
dienogest,endometriosis
drospirenone,polycystic ovary syndrome
etonogestrel,pregnancy
levonorgestrel,polycystic ovary syndrome
levonorgestrel,pregnancy
medroxyprogesterone,hypoventilation
medroxyprogesterone,endometrial neoplasms
medroxyprogesterone,malignancy
medroxyprogesterone,uterine hemorrhage
medroxyprogesterone,pregnancy
medroxyprogesterone,renal cell carcinoma
medroxyprogesterone,amenorrhea
medroxyprogesterone,endometrial hyperplasia
megestrol,cachexia
megestrol,endometrial neoplasms
megestrol,anorexia
megestrol,malignancy
mestranol,ovarian neoplasm
mestranol,pregnancy
mestranol,ovarian neoplasm
norelgestromin,not_found
norethisterone,not_found
norgestimate,not_found
norgestrel,pregnancy
norethindrone,polycystic ovary syndrome
norethindrone,osteoporosis
norethindrone,acne
norethindrone,osteoporosis
norethindrone,menorrhagia
norethindrone,hypogonadism
norethindrone,endometriosis
norethindrone,pregnancy
norethindrone,endometrial hyperplasia
prasterone,not_found
progesterone,uterine cancer
progesterone,amenorrhea
progesterone,uterine hemorrhage
progesterone,female infertility
progesterone,pregnancy
progesterone,endometrial hyperplasia
proguanil,malaria
proguanil,malaria
propylthiouracil,thyroid crisis
propylthiouracil,goiter
propylthiouracil,graves disease
selexipag,pulmonary artery hypertension
alprostadil,pulmonary valve stenosis
alprostadil,aortic coarctation
alprostadil,pulmonary hypertension
alprostadil,hypertension
alprostadil,hypoplastic left heart syndrome
alprostadil,patent ductus arteriosus
alprostadil,impotence
alprostadil,tetralogy of fallot
alprostadil,aortic arch syndromes
alprostadil,tricuspid atresia
bimatoprost,glaucoma
bimatoprost,hypertension
carboprost,fetal death
carboprost,postpartum hemorrhage
carboprost,cystitis
carboprost,incomplete spontaneous abortion
dinoprostone,gestational trophoblastic disease
dinoprostone,uterine neoplasms
dinoprostone,fetal death
dinoprostone,uterine cancer
dinoprostone,germ cell cancer
epoprostenol,atherosclerosis
epoprostenol,purpura
epoprostenol,peripheral vascular diseases
epoprostenol,pulmonary hypertension
epoprostenol,hypertension
epoprostenol,arteriosclerosis
epoprostenol,systemic scleroderma
epoprostenol,acute respiratory distress syndrome
epoprostenol,systemic scleroderma
iloprost,pulmonary hypertension
iloprost,hypertension
latanoprost,glaucoma
latanoprost,hypertension
lubiprostone,not_found
misoprostol,gastric ulcer
misoprostol,osteoarthritis
tafluprost,not_found
travoprost,glaucoma
travoprost,hypertension
treprostinil,pulmonary hypertension
treprostinil,rheumatoid arthritis
treprostinil,hypertension
protamine,not_found
protamine sulfate (usp),not_found
protamines,drug overdose
bortezomib,hematologic cancer
carfilzomib,not_found
ixazomib,not_found
acamprosate,alcohol dependence
parathyroid hormone,not_found
abaloparatide,not_found
pyrazinamide,tuberculosis
pyridoxine (vit b6),vitamin b6 deficiency
chloroquine,pemphigus
chloroquine,rheumatoid arthritis
chloroquine,systemic lupus erythematosus
chloroquine,malaria
chloroquine,systemic scleroderma
chloroquine,amebiasis
mefloquine,malaria
primaquine,malaria
quinidine,atrial fibrillation
quinidine,atrial fibrillation
quinidine,atrial flutter
quinidine,malaria
quinidine,malaria
quinidine,paroxysmal supraventricular tachycardia
quinidine,supraventricular tachycardia
quinidine,ventricular tachycardia
aliskiren,not_found
tretinoin,acne
tretinoin,leukemias
tretinoin,hematologic cancer
tretinoin,hyperpigmentation
tretinoin,dermatoses
tretinoin,peripheral nervous system neoplasm
acitretin,psoriasis
acitretin,psoriasis
alitretinoin,hematologic cancer
alitretinoin,peripheral nervous system neoplasm
bexarotene,hematologic cancer
isotretinoin,acne
isotretinoin,neuroblastoma
isotretinoin,leukemias
isotretinoin,hematologic cancer
isotretinoin,peripheral nervous system neoplasm
tazarotene,psoriasis
adapalene,acne
riluzole,amyotrophic lateral sclerosis
riluzole,amyotrophic lateral sclerosis
riociguat,pulmonary hypertension
rotigotine,restless legs syndrome
rotigotine,parkinsons disease
rotigotine,parkinsons disease
nefazodone,depression
trazodone,depression
trazodone,depression
trazodone,insomnia
trazodone,bipolar disorder
trazodone,schizophrenia
secretin,liver diseases
secretin,pancreatic diseases
dexmedetomidine,psychomotor agitation
dexmedetomidine,pain
bazedoxifene,not_found
clomifene,azoospermia
clomiphene,male infertility
clomiphene,female infertility
ospemifene,menopause
ospemifene,not_found
ospemifene,dyspareunia
raloxifene,breast cancer
raloxifene,osteoporosis
raloxifene,osteoporosis
tamoxifen,pancreatic neoplasm
tamoxifen,breast cancer
tamoxifen,gynecomastia
tamoxifen,malignancy
tamoxifen,pancreatic neoplasm
tamoxifen,precocious puberty
tamoxifen,invasive ductal breast carcinoma
toremifene,breast cancer
toremifene,neoplasms hormone-dependent
toremifene,malignancy
vortioxetine,major depression
dapagliflozin,diabetes mellitus
canagliflozin,diabetes mellitus
empagliflozin,diabetes mellitus
vismodegib,skin cancer
levomilnacipran,depression
levomilnacipran,anxiety
levomilnacipran,depression
levomilnacipran,anxiety
desvenlafaxine,depression
desvenlafaxine,anxiety
doxepin,depression
doxepin,anxiety
milnacipran,depression
milnacipran,anxiety
venlafaxine,depression
venlafaxine,anxiety
sodium acetate,not_found
sodium ascorbate,not_found
sodium citrate,not_found
sodium iodide,not_found
sodium oxybate,not_found
sodium phenylbutyrate,not_found
sodium phosphate,not_found
"sodium phosphate, dibasic",not_found
"sodium phosphate, monobasic",not_found
sodium thiosulfate,not_found
soybean oil,not_found
spinosad,not_found
citalopram,alcohol dependence
citalopram,alcoholism
citalopram,depression
citalopram,depression
citalopram,obsessive compulsive disorder
citalopram,parkinsons disease
citalopram,dementia
citalopram,bipolar disorder
citalopram,diabetic neuropathy
citalopram,tobacco use disorder
citalopram,panic disorder
duloxetine,depression
duloxetine,bipolar disorder
escitalopram,parkinsons disease
escitalopram,depression
escitalopram,depression
escitalopram,bipolar disorder
fluoxetine,depression
fluoxetine,obsessive compulsive disorder
fluoxetine,bulimia
fluoxetine,panic disorder
fluoxetine,schizophrenia
fluoxetine,panic disorder
fluvoxamine,depression
fluvoxamine,depression
fluvoxamine,obsessive compulsive disorder
fluvoxamine,panic disorder
fluvoxamine,panic disorder
paroxetine,eating disorder
paroxetine,post traumatic stress disorder
paroxetine,depression
paroxetine,depression
paroxetine,obsessive compulsive disorder
paroxetine,bipolar disorder
paroxetine,panic disorder
paroxetine,panic disorder
paroxetine,anxiety
sertraline,not_found
sertraline,not_found
sertraline,eating disorder
sertraline,post traumatic stress disorder
sertraline,depression
sertraline,depression
sertraline,obsessive compulsive disorder
sertraline,parkinsons disease
sertraline,panic disorder
sertraline,schizophrenia
sertraline,panic disorder
vilazodone,depression
atorvastatin,diabetes mellitus
atorvastatin,coronary artery disease
atorvastatin,hypertension
cilastatin,sepsis
cilastatin,infective endocarditis
cilastatin,urinary tract infection
cilastatin,bacterial infection
cilastatin,arthritis infectious
fluvastatin,not_found
lovastatin,atherosclerosis
lovastatin,coronary artery disease
lovastatin,hypertension
lovastatin,hypercholesterolemia
lovastatin,dyslipidemia
lovastatin,coronary artery disease
lovastatin,hypertriglyceridemia
pentostatin,hematologic cancer
pentostatin,leukemias
pitavastatin,coronary artery disease
pravastatin,atherosclerosis
pravastatin,coronary artery disease
pravastatin,hypercholesterolemia
pravastatin,dyslipidemia
pravastatin,coronary artery disease
pravastatin,hypertriglyceridemia
pravastatin,prostatic neoplasms
rosuvastatin,atherosclerosis
rosuvastatin,coronary artery disease
simvastatin,atherosclerosis
simvastatin,coronary artery disease
simvastatin,hypertension
simvastatin,hypercholesterolemia
simvastatin,dyslipidemia
simvastatin,coronary artery disease
simvastatin,hypertriglyceridemia
simvastatin,diabetes mellitus
mitotane,cushing syndrome
mitotane,adrenocortical carcinoma
armodafinil,excessive sleepiness
armodafinil,attention deficit hyperactive disorder
armodafinil,chronic fatigue disorder
armodafinil,narcolepsy
armodafinil,attention deficit hyperactivity disorder
atomoxetine,attention deficient hyperactive disorder
atomoxetine,attention deficit hyperactive disorder
dexmethylphenidate,attention deficient hyperactive disorder
dexmethylphenidate,attention deficit hyperactive disorder
methylphenidate,depression
methylphenidate,attention deficit hyperactive disorder
methylphenidate,narcolepsy
methylphenidate,attention deficit hyperactivity disorder
modafinil,excessive sleepiness
modafinil,attention deficit hyperactive disorder
modafinil,chronic fatigue disorder
modafinil,narcolepsy
modafinil,attention deficit hyperactivity disorder
phentermine,obesity
phentermine,obesity
sucralfate,pneumonia
sucralfate,stomatitis
sucralfate,hypertension
sucralfate,duodenal ulcer
sucralfate,gastritis
sucralfate,gastric ulcer
sucralfate,esophagitis
sulfur,psoriasis
sulfur,acne
sulfur,seborrheic dermatitis
sulfur,rosacea
sulfur hexafluoride,not_found
sulfacetamide,trachoma
sulfacetamide,corneal ulcer
sulfacetamide,seborrheic dermatitis
sulfacetamide,cellulitis
sulfacetamide,not_found
sulfadiazine,enterobacter
sulfadiazine,trachoma
sulfadiazine,chancroids
sulfadiazine,otitis media
sulfadiazine,rheumatic fever
sulfadiazine,nocardia infections
sulfadiazine,malaria
sulfadiazine,malaria
sulfadiazine,meningococcal meningitis
sulfadiazine,toxoplasmosis
sulfadiazine,urinary tract infection
sulfadiazine,bacterial infection
sulfamethoxazole,otitis media
sulfamethoxazole,enterobacter
sulfamethoxazole,pneumocystis jiroveci
sulfamethoxazole,nocardia infections
sulfamethoxazole,toxoplasmosis
sulfamethoxazole,urinary tract infection
sulfamethoxazole,bacterial infection
sulfamethoxazole,chronic bronchitis
sulfamethoxazole,chlamydia
sulfamethoxazole and trimethoprim,bacterial infection
sulfanilamide,candidiasis
glimepiride,diabetes mellitus
glipizide,diabetes mellitus
glipizide,diabetes mellitus
glyburide,diabetes mellitus
glyburide,diabetes mellitus
glyburide,gestational diabetes
chlorpropamide,diabetes mellitus
chlorpropamide,diabetes mellitus
glibenclamide,not_found
tolazamide,diabetes mellitus
tolazamide,diabetes mellitus
tolbutamide,diabetes mellitus
tolbutamide,diabetes mellitus
sapropterin,phenylketonurias
beractant,newborn respiratory distress syndrome
